2013-01-01,0,28999
2013-01-01,5,10828
2013-01-01,4,18271
2013-01-01,15,19734
2013-01-01,20,16363
2013-01-01,12,18551
2013-01-01,23,11079
2013-01-01,3,25300
2013-01-01,7,6917
2013-01-01,13,19745
2013-01-01,16,18012
2013-01-01,9,7498
2013-01-01,11,14982
2013-01-01,10,10690
2013-01-01,17,19697
2013-01-01,6,7969
2013-01-01,1,31799
2013-01-01,21,15944
2013-01-01,8,6052
2013-01-01,2,29182
2013-01-01,18,21390
2013-01-01,19,18409
2013-01-01,14,20034
2013-01-01,22,15184
2013-01-02,2,2870
2013-01-02,21,20282
2013-01-02,22,18597
2013-01-02,11,19302
2013-01-02,9,22756
2013-01-02,5,4196
2013-01-02,6,10898
2013-01-02,19,26440
2013-01-02,4,2475
2013-01-02,14,21643
2013-01-02,13,21245
2013-01-02,18,27334
2013-01-02,20,22366
2013-01-02,16,19193
2013-01-02,17,23056
2013-01-02,23,13819
2013-01-02,3,2016
2013-01-02,0,7480
2013-01-02,10,19765
2013-01-02,15,21273
2013-01-02,1,4570
2013-01-02,7,17376
2013-01-02,8,23013
2013-01-02,12,21036
2013-01-03,12,22043
2013-01-03,4,2759
2013-01-03,20,26767
2013-01-03,22,23812
2013-01-03,8,24752
2013-01-03,0,9776
2013-01-03,10,21400
2013-01-03,2,4027
2013-01-03,3,2766
2013-01-03,11,20921
2013-01-03,9,25566
2013-01-03,1,6173
2013-01-03,17,24659
2013-01-03,5,4009
2013-01-03,15,22339
2013-01-03,21,26337
2013-01-03,23,17785
2013-01-03,13,22501
2013-01-03,18,30533
2013-01-03,6,10615
2013-01-03,14,23148
2013-01-03,7,18279
2013-01-03,16,19898
2013-01-03,19,30368
2013-01-04,14,23799
2013-01-04,15,22942
2013-01-04,16,20436
2013-01-04,2,5540
2013-01-04,21,27937
2013-01-04,23,28023
2013-01-04,6,10407
2013-01-04,1,8356
2013-01-04,10,21388
2013-01-04,13,22481
2013-01-04,11,21262
2013-01-04,18,31225
2013-01-04,20,30098
2013-01-04,5,3953
2013-01-04,4,3344
2013-01-04,12,22634
2013-01-04,22,29966
2013-01-04,17,25048
2013-01-04,19,33923
2013-01-04,9,25053
2013-01-04,3,3835
2013-01-04,0,13073
2013-01-04,7,18659
2013-01-04,8,25055
2013-01-05,3,12673
2013-01-05,5,3799
2013-01-05,6,4291
2013-01-05,0,26170
2013-01-05,10,17600
2013-01-05,8,9091
2013-01-05,11,20812
2013-01-05,22,29893
2013-01-05,18,28462
2013-01-05,19,30733
2013-01-05,7,6346
2013-01-05,12,22293
2013-01-05,2,17321
2013-01-05,20,26881
2013-01-05,4,7885
2013-01-05,15,23680
2013-01-05,17,25586
2013-01-05,9,13908
2013-01-05,16,22374
2013-01-05,13,23122
2013-01-05,23,31137
2013-01-05,1,21668
2013-01-05,21,25295
2013-01-05,14,22783
2013-01-06,13,21732
2013-01-06,20,17821
2013-01-06,1,26045
2013-01-06,6,4080
2013-01-06,16,21025
2013-01-06,5,4219
2013-01-06,7,5291
2013-01-06,18,22617
2013-01-06,8,8342
2013-01-06,23,11353
2013-01-06,10,16225
2013-01-06,17,21878
2013-01-06,4,9698
2013-01-06,0,29514
2013-01-06,12,21876
2013-01-06,15,21335
2013-01-06,11,19360
2013-01-06,3,16145
2013-01-06,9,11470
2013-01-06,19,20385
2013-01-06,2,21732
2013-01-06,22,13841
2013-01-06,14,21887
2013-01-06,21,15795
2013-01-07,8,26553
2013-01-07,12,19320
2013-01-07,10,19433
2013-01-07,23,14991
2013-01-07,1,4908
2013-01-07,0,7629
2013-01-07,2,3128
2013-01-07,21,20984
2013-01-07,20,24476
2013-01-07,11,18480
2013-01-07,15,21495
2013-01-07,18,28773
2013-01-07,9,24066
2013-01-07,17,23351
2013-01-07,22,20024
2013-01-07,3,2274
2013-01-07,7,21562
2013-01-07,13,19023
2013-01-07,14,21364
2013-01-07,16,18850
2013-01-07,5,4499
2013-01-07,6,11756
2013-01-07,19,27998
2013-01-07,4,2426
2013-01-08,22,22523
2013-01-08,17,24468
2013-01-08,8,28286
2013-01-08,13,21321
2013-01-08,7,22502
2013-01-08,9,25870
2013-01-08,19,29873
2013-01-08,0,9364
2013-01-08,10,21917
2013-01-08,1,5744
2013-01-08,11,20307
2013-01-08,15,22559
2013-01-08,16,19114
2013-01-08,21,26293
2013-01-08,23,15623
2013-01-08,4,2311
2013-01-08,18,30009
2013-01-08,5,4016
2013-01-08,2,3784
2013-01-08,6,11448
2013-01-08,12,21633
2013-01-08,20,27106
2013-01-08,14,23190
2013-01-08,3,2517
2013-01-09,9,25772
2013-01-09,23,18060
2013-01-09,15,23333
2013-01-09,2,4026
2013-01-09,4,2699
2013-01-09,10,21366
2013-01-09,17,24030
2013-01-09,20,28870
2013-01-09,0,10098
2013-01-09,6,11570
2013-01-09,21,28316
2013-01-09,8,28506
2013-01-09,16,19153
2013-01-09,18,30768
2013-01-09,22,24686
2013-01-09,7,22691
2013-01-09,3,2992
2013-01-09,5,4060
2013-01-09,11,21120
2013-01-09,14,23690
2013-01-09,19,30818
2013-01-09,1,6457
2013-01-09,12,22393
2013-01-09,13,21997
2013-01-10,20,31512
2013-01-10,14,24379
2013-01-10,5,4231
2013-01-10,7,23138
2013-01-10,15,23390
2013-01-10,22,28896
2013-01-10,8,28868
2013-01-10,0,12301
2013-01-10,16,19873
2013-01-10,23,23759
2013-01-10,1,7432
2013-01-10,2,4855
2013-01-10,11,21667
2013-01-10,21,30785
2013-01-10,13,21901
2013-01-10,6,11603
2013-01-10,17,25019
2013-01-10,12,22770
2013-01-10,3,3182
2013-01-10,9,26778
2013-01-10,10,22705
2013-01-10,19,33438
2013-01-10,4,2917
2013-01-10,18,32550
2013-01-11,11,22178
2013-01-11,13,24802
2013-01-11,14,25682
2013-01-11,2,7393
2013-01-11,20,34020
2013-01-11,10,22541
2013-01-11,12,23856
2013-01-11,8,28163
2013-01-11,3,4903
2013-01-11,6,11824
2013-01-11,7,22445
2013-01-11,23,31103
2013-01-11,22,31886
2013-01-11,15,24742
2013-01-11,19,35425
2013-01-11,21,32632
2013-01-11,5,4412
2013-01-11,4,3931
2013-01-11,16,19742
2013-01-11,17,24236
2013-01-11,18,30854
2013-01-11,1,11260
2013-01-11,9,26371
2013-01-11,0,16997
2013-01-12,23,34245
2013-01-12,4,8556
2013-01-12,16,23142
2013-01-12,17,25907
2013-01-12,9,15551
2013-01-12,13,24869
2013-01-12,22,31038
2013-01-12,10,19578
2013-01-12,0,28271
2013-01-12,15,24564
2013-01-12,2,19456
2013-01-12,7,6705
2013-01-12,21,28247
2013-01-12,8,10588
2013-01-12,5,4021
2013-01-12,6,4316
2013-01-12,3,14044
2013-01-12,18,29518
2013-01-12,20,29259
2013-01-12,1,23818
2013-01-12,11,21718
2013-01-12,12,24030
2013-01-12,14,23934
2013-01-12,19,32054
2013-01-13,20,18256
2013-01-13,13,23887
2013-01-13,6,4206
2013-01-13,2,25051
2013-01-13,7,5622
2013-01-13,22,15512
2013-01-13,23,13780
2013-01-13,14,24171
2013-01-13,19,20476
2013-01-13,9,12304
2013-01-13,17,23435
2013-01-13,10,17727
2013-01-13,12,23758
2013-01-13,18,23617
2013-01-13,21,16863
2013-01-13,3,19260
2013-01-13,4,11753
2013-01-13,1,28999
2013-01-13,16,22755
2013-01-13,15,23189
2013-01-13,8,8425
2013-01-13,0,32565
2013-01-13,11,22168
2013-01-13,5,4762
2013-01-14,0,8804
2013-01-14,20,25953
2013-01-14,21,26350
2013-01-14,18,30127
2013-01-14,8,27858
2013-01-14,17,24237
2013-01-14,1,5809
2013-01-14,10,21127
2013-01-14,23,16410
2013-01-14,12,20918
2013-01-14,16,20218
2013-01-14,19,29313
2013-01-14,2,3556
2013-01-14,7,22754
2013-01-14,11,20061
2013-01-14,22,25948
2013-01-14,4,2648
2013-01-14,5,4484
2013-01-14,9,25921
2013-01-14,13,20953
2013-01-14,3,2526
2013-01-14,6,12378
2013-01-14,14,22479
2013-01-14,15,22818
2013-01-15,12,24116
2013-01-15,20,31525
2013-01-15,21,30830
2013-01-15,5,4165
2013-01-15,15,24929
2013-01-15,18,33693
2013-01-15,2,3903
2013-01-15,16,21219
2013-01-15,8,30119
2013-01-15,0,10453
2013-01-15,13,23620
2013-01-15,19,34272
2013-01-15,17,26877
2013-01-15,14,25604
2013-01-15,9,28033
2013-01-15,11,23169
2013-01-15,22,28378
2013-01-15,23,20798
2013-01-15,3,2577
2013-01-15,10,23952
2013-01-15,1,6299
2013-01-15,4,2315
2013-01-15,6,12128
2013-01-15,7,23925
2013-01-16,16,19717
2013-01-16,11,24550
2013-01-16,22,27903
2013-01-16,7,24567
2013-01-16,18,32445
2013-01-16,19,33502
2013-01-16,1,7984
2013-01-16,10,25380
2013-01-16,13,23460
2013-01-16,20,31175
2013-01-16,2,4888
2013-01-16,5,4638
2013-01-16,8,28891
2013-01-16,12,25096
2013-01-16,17,25499
2013-01-16,9,27560
2013-01-16,3,3319
2013-01-16,23,20380
2013-01-16,21,29996
2013-01-16,6,13356
2013-01-16,0,13562
2013-01-16,14,25454
2013-01-16,15,23647
2013-01-16,4,3096
2013-01-17,12,24035
2013-01-17,18,32971
2013-01-17,15,24802
2013-01-17,0,13578
2013-01-17,1,8119
2013-01-17,11,22686
2013-01-17,4,3221
2013-01-17,14,25768
2013-01-17,19,33826
2013-01-17,7,24281
2013-01-17,16,20143
2013-01-17,2,5333
2013-01-17,21,32982
2013-01-17,9,27285
2013-01-17,13,23586
2013-01-17,20,33292
2013-01-17,23,26073
2013-01-17,22,31583
2013-01-17,5,4640
2013-01-17,6,12400
2013-01-17,10,23528
2013-01-17,3,3409
2013-01-17,17,25525
2013-01-17,8,29467
2013-01-18,11,24906
2013-01-18,14,26940
2013-01-18,0,18472
2013-01-18,17,24435
2013-01-18,9,27741
2013-01-18,20,33834
2013-01-18,3,5371
2013-01-18,7,23791
2013-01-18,21,31825
2013-01-18,22,33842
2013-01-18,4,4512
2013-01-18,13,25146
2013-01-18,18,32611
2013-01-18,2,8070
2013-01-18,23,32512
2013-01-18,6,12375
2013-01-18,15,24842
2013-01-18,16,19957
2013-01-18,5,5202
2013-01-18,10,24961
2013-01-18,19,35202
2013-01-18,12,25687
2013-01-18,8,29574
2013-01-18,1,11926
2013-01-19,0,30113
2013-01-19,20,27835
2013-01-19,3,15752
2013-01-19,1,24995
2013-01-19,14,23648
2013-01-19,16,22177
2013-01-19,7,7391
2013-01-19,8,10916
2013-01-19,13,24605
2013-01-19,2,20668
2013-01-19,10,19344
2013-01-19,11,21703
2013-01-19,23,32780
2013-01-19,9,15845
2013-01-19,22,30795
2013-01-19,5,5328
2013-01-19,19,31775
2013-01-19,18,29896
2013-01-19,21,26957
2013-01-19,6,5674
2013-01-19,12,23463
2013-01-19,15,23039
2013-01-19,17,25519
2013-01-19,4,10312
2013-01-20,19,22660
2013-01-20,10,16510
2013-01-20,6,4323
2013-01-20,1,28452
2013-01-20,18,26980
2013-01-20,2,24394
2013-01-20,4,11924
2013-01-20,13,23217
2013-01-20,5,5001
2013-01-20,21,21776
2013-01-20,15,23465
2013-01-20,17,23410
2013-01-20,22,23100
2013-01-20,3,19214
2013-01-20,9,11698
2013-01-20,8,7770
2013-01-20,16,21789
2013-01-20,12,22221
2013-01-20,0,31939
2013-01-20,23,19079
2013-01-20,20,21077
2013-01-20,11,19916
2013-01-20,7,5224
2013-01-20,14,24254
2013-01-21,23,12847
2013-01-21,0,15281
2013-01-21,1,10844
2013-01-21,22,18130
2013-01-21,15,23171
2013-01-21,20,20298
2013-01-21,4,4185
2013-01-21,16,21289
2013-01-21,19,23645
2013-01-21,13,22470
2013-01-21,10,17599
2013-01-21,11,19471
2013-01-21,6,5768
2013-01-21,14,23731
2013-01-21,17,23511
2013-01-21,2,7523
2013-01-21,21,18790
2013-01-21,3,5320
2013-01-21,7,8401
2013-01-21,18,26439
2013-01-21,8,14025
2013-01-21,12,21388
2013-01-21,5,3551
2013-01-21,9,16937
2013-01-22,3,2079
2013-01-22,4,2197
2013-01-22,1,4731
2013-01-22,0,8367
2013-01-22,13,23987
2013-01-22,8,30404
2013-01-22,7,24458
2013-01-22,11,23545
2013-01-22,21,30793
2013-01-22,18,34289
2013-01-22,20,32321
2013-01-22,16,22441
2013-01-22,12,24378
2013-01-22,2,2911
2013-01-22,17,27348
2013-01-22,6,12930
2013-01-22,15,26501
2013-01-22,14,26281
2013-01-22,23,18268
2013-01-22,19,34391
2013-01-22,22,26588
2013-01-22,9,28128
2013-01-22,10,24425
2013-01-22,5,4244
2013-01-23,13,25321
2013-01-23,14,27318
2013-01-23,18,34446
2013-01-23,7,25827
2013-01-23,1,6267
2013-01-23,6,13282
2013-01-23,0,11345
2013-01-23,10,25728
2013-01-23,19,35004
2013-01-23,4,2553
2013-01-23,20,33347
2013-01-23,23,20396
2013-01-23,8,31289
2013-01-23,2,3764
2013-01-23,12,26415
2013-01-23,15,26546
2013-01-23,21,31487
2013-01-23,22,29058
2013-01-23,5,4398
2013-01-23,16,22068
2013-01-23,17,27260
2013-01-23,9,29897
2013-01-23,3,2593
2013-01-23,11,24911
2013-01-24,8,29316
2013-01-24,15,26561
2013-01-24,1,7448
2013-01-24,11,24061
2013-01-24,18,34732
2013-01-24,21,35393
2013-01-24,3,2937
2013-01-24,16,22331
2013-01-24,2,4618
2013-01-24,13,24640
2013-01-24,17,27561
2013-01-24,14,25767
2013-01-24,6,12768
2013-01-24,20,36144
2013-01-24,23,26944
2013-01-24,7,24202
2013-01-24,12,25035
2013-01-24,4,2794
2013-01-24,5,4363
2013-01-24,0,12738
2013-01-24,10,24414
2013-01-24,9,27957
2013-01-24,19,37103
2013-01-24,22,33212
2013-01-25,4,4066
2013-01-25,10,25741
2013-01-25,13,26115
2013-01-25,22,31241
2013-01-25,23,31441
2013-01-25,14,28362
2013-01-25,16,22449
2013-01-25,17,24585
2013-01-25,3,4996
2013-01-25,6,12682
2013-01-25,11,25183
2013-01-25,19,30203
2013-01-25,7,25214
2013-01-25,20,30291
2013-01-25,12,26489
2013-01-25,2,7371
2013-01-25,15,26479
2013-01-25,21,30243
2013-01-25,1,11376
2013-01-25,0,18473
2013-01-25,18,28022
2013-01-25,8,31492
2013-01-25,5,4992
2013-01-25,9,29682
2013-01-26,19,35471
2013-01-26,7,7859
2013-01-26,6,4876
2013-01-26,13,28169
2013-01-26,17,26890
2013-01-26,2,19343
2013-01-26,8,12733
2013-01-26,23,35966
2013-01-26,0,28235
2013-01-26,4,8982
2013-01-26,1,23543
2013-01-26,16,24623
2013-01-26,12,27404
2013-01-26,14,26388
2013-01-26,3,14422
2013-01-26,20,33356
2013-01-26,18,33907
2013-01-26,10,21852
2013-01-26,22,35490
2013-01-26,15,27177
2013-01-26,11,25357
2013-01-26,21,32605
2013-01-26,5,4397
2013-01-26,9,18158
2013-01-27,13,25805
2013-01-27,22,16720
2013-01-27,16,22089
2013-01-27,2,25793
2013-01-27,5,5333
2013-01-27,1,29979
2013-01-27,7,6944
2013-01-27,8,10021
2013-01-27,11,23442
2013-01-27,4,12320
2013-01-27,17,22978
2013-01-27,12,26092
2013-01-27,0,33467
2013-01-27,14,25543
2013-01-27,19,22788
2013-01-27,3,20015
2013-01-27,21,19501
2013-01-27,10,20006
2013-01-27,15,24476
2013-01-27,23,12703
2013-01-27,20,19916
2013-01-27,18,25875
2013-01-27,6,4798
2013-01-27,9,14229
2013-01-28,17,24779
2013-01-28,8,27945
2013-01-28,21,24416
2013-01-28,10,22552
2013-01-28,14,25172
2013-01-28,20,26569
2013-01-28,18,31033
2013-01-28,9,26874
2013-01-28,16,21167
2013-01-28,13,22157
2013-01-28,0,8203
2013-01-28,3,2273
2013-01-28,2,3186
2013-01-28,4,2682
2013-01-28,1,4718
2013-01-28,22,21517
2013-01-28,7,22731
2013-01-28,11,20856
2013-01-28,19,30189
2013-01-28,23,15036
2013-01-28,12,23808
2013-01-28,15,26115
2013-01-28,5,4540
2013-01-28,6,12271
2013-01-29,1,5457
2013-01-29,11,21746
2013-01-29,4,2157
2013-01-29,15,24373
2013-01-29,12,22835
2013-01-29,5,4089
2013-01-29,8,28931
2013-01-29,3,2167
2013-01-29,21,29710
2013-01-29,17,25839
2013-01-29,7,23439
2013-01-29,0,8957
2013-01-29,9,26936
2013-01-29,6,12268
2013-01-29,10,22629
2013-01-29,13,22974
2013-01-29,14,24739
2013-01-29,16,20233
2013-01-29,18,34029
2013-01-29,19,33598
2013-01-29,20,30748
2013-01-29,2,3442
2013-01-29,22,26405
2013-01-29,23,19679
2013-01-30,0,11970
2013-01-30,7,24404
2013-01-30,9,27544
2013-01-30,1,7070
2013-01-30,10,23059
2013-01-30,4,2754
2013-01-30,21,28875
2013-01-30,22,27680
2013-01-30,16,19304
2013-01-30,13,22761
2013-01-30,11,22266
2013-01-30,3,2864
2013-01-30,8,29414
2013-01-30,17,24253
2013-01-30,2,4402
2013-01-30,12,23248
2013-01-30,20,29765
2013-01-30,23,21822
2013-01-30,19,32549
2013-01-30,14,24617
2013-01-30,15,24018
2013-01-30,18,31441
2013-01-30,6,12223
2013-01-30,5,4075
2013-01-31,2,5784
2013-01-31,13,23542
2013-01-31,19,35814
2013-01-31,12,24318
2013-01-31,14,25809
2013-01-31,18,33959
2013-01-31,9,27429
2013-01-31,17,26174
2013-01-31,21,34884
2013-01-31,3,3774
2013-01-31,15,25502
2013-01-31,0,15152
2013-01-31,22,33213
2013-01-31,10,23766
2013-01-31,5,4655
2013-01-31,11,23002
2013-01-31,16,21155
2013-01-31,23,29412
2013-01-31,8,28771
2013-01-31,20,35582
2013-01-31,1,9119
2013-01-31,7,24031
2013-01-31,4,3157
2013-01-31,6,13157
2013-02-01,10,25507
2013-02-01,17,26252
2013-02-01,19,36492
2013-02-01,14,27574
2013-02-01,21,34738
2013-02-01,0,21200
2013-02-01,15,25113
2013-02-01,1,13140
2013-02-01,12,26171
2013-02-01,23,35067
2013-02-01,22,35481
2013-02-01,11,25723
2013-02-01,16,21364
2013-02-01,18,33752
2013-02-01,5,5038
2013-02-01,6,12683
2013-02-01,9,28378
2013-02-01,7,23798
2013-02-01,13,25867
2013-02-01,20,35916
2013-02-01,4,4522
2013-02-01,8,29193
2013-02-01,2,8518
2013-02-01,3,5589
2013-02-02,13,28257
2013-02-02,10,21876
2013-02-02,2,22988
2013-02-02,3,16779
2013-02-02,20,32718
2013-02-02,22,33216
2013-02-02,19,35280
2013-02-02,17,27380
2013-02-02,12,27806
2013-02-02,15,27698
2013-02-02,9,18019
2013-02-02,11,25051
2013-02-02,16,24761
2013-02-02,21,31512
2013-02-02,18,34359
2013-02-02,23,34023
2013-02-02,5,4988
2013-02-02,1,27536
2013-02-02,4,10555
2013-02-02,8,12405
2013-02-02,14,27458
2013-02-02,0,32538
2013-02-02,7,7412
2013-02-02,6,5162
2013-02-03,14,24220
2013-02-03,21,18890
2013-02-03,19,18568
2013-02-03,2,24298
2013-02-03,23,24614
2013-02-03,0,31965
2013-02-03,10,18596
2013-02-03,11,22309
2013-02-03,15,24102
2013-02-03,17,29128
2013-02-03,9,12980
2013-02-03,22,20145
2013-02-03,20,18392
2013-02-03,12,24137
2013-02-03,4,11116
2013-02-03,8,8850
2013-02-03,13,24260
2013-02-03,16,24497
2013-02-03,18,30310
2013-02-03,7,5578
2013-02-03,1,28060
2013-02-03,3,18790
2013-02-03,5,4620
2013-02-03,6,4198
2013-02-04,11,21049
2013-02-04,12,22535
2013-02-04,21,25288
2013-02-04,20,27671
2013-02-04,23,13869
2013-02-04,8,28368
2013-02-04,14,23489
2013-02-04,15,24266
2013-02-04,13,22173
2013-02-04,9,26317
2013-02-04,1,6049
2013-02-04,19,30985
2013-02-04,2,4010
2013-02-04,22,21544
2013-02-04,4,2846
2013-02-04,7,23072
2013-02-04,10,22119
2013-02-04,16,21521
2013-02-04,5,4780
2013-02-04,18,31477
2013-02-04,6,12535
2013-02-04,0,12080
2013-02-04,3,2703
2013-02-04,17,26347
2013-02-05,21,29884
2013-02-05,11,22447
2013-02-05,15,24293
2013-02-05,3,2098
2013-02-05,5,4102
2013-02-05,6,12715
2013-02-05,1,5056
2013-02-05,17,26125
2013-02-05,8,29774
2013-02-05,12,23751
2013-02-05,13,23449
2013-02-05,14,25603
2013-02-05,4,2240
2013-02-05,0,8951
2013-02-05,18,32865
2013-02-05,2,3155
2013-02-05,9,27938
2013-02-05,22,26472
2013-02-05,7,24214
2013-02-05,10,24015
2013-02-05,20,31484
2013-02-05,19,32755
2013-02-05,16,20516
2013-02-05,23,18735
2013-02-06,13,23944
2013-02-06,2,4054
2013-02-06,16,21347
2013-02-06,3,2759
2013-02-06,10,23482
2013-02-06,0,12060
2013-02-06,22,29894
2013-02-06,9,27824
2013-02-06,15,24838
2013-02-06,17,26494
2013-02-06,8,29413
2013-02-06,18,33573
2013-02-06,14,25430
2013-02-06,19,34100
2013-02-06,5,4209
2013-02-06,7,24628
2013-02-06,23,22396
2013-02-06,12,24915
2013-02-06,6,12248
2013-02-06,1,6635
2013-02-06,21,32981
2013-02-06,4,2571
2013-02-06,11,23140
2013-02-06,20,33508
2013-02-07,8,30560
2013-02-07,4,3270
2013-02-07,7,25661
2013-02-07,5,4622
2013-02-07,12,26485
2013-02-07,10,25539
2013-02-07,21,34206
2013-02-07,0,15090
2013-02-07,13,25802
2013-02-07,17,24477
2013-02-07,18,32029
2013-02-07,3,3546
2013-02-07,15,25752
2013-02-07,16,20448
2013-02-07,11,24938
2013-02-07,22,32403
2013-02-07,14,27770
2013-02-07,1,8627
2013-02-07,23,27565
2013-02-07,9,28684
2013-02-07,2,5488
2013-02-07,19,34891
2013-02-07,20,34490
2013-02-07,6,12761
2013-02-08,1,13682
2013-02-08,12,26201
2013-02-08,13,24759
2013-02-08,18,19683
2013-02-08,6,12466
2013-02-08,14,25115
2013-02-08,0,21306
2013-02-08,15,21355
2013-02-08,17,15971
2013-02-08,20,17293
2013-02-08,5,5626
2013-02-08,16,15568
2013-02-08,21,15743
2013-02-08,19,20980
2013-02-08,2,9358
2013-02-08,10,24759
2013-02-08,8,28489
2013-02-08,22,15185
2013-02-08,11,24717
2013-02-08,23,11810
2013-02-08,3,6395
2013-02-08,9,27377
2013-02-08,4,5356
2013-02-08,7,23447
2013-02-09,8,4971
2013-02-09,2,5283
2013-02-09,20,30383
2013-02-09,4,2921
2013-02-09,22,32428
2013-02-09,11,14903
2013-02-09,16,22303
2013-02-09,19,33213
2013-02-09,5,1754
2013-02-09,9,8184
2013-02-09,18,30465
2013-02-09,17,25698
2013-02-09,7,3109
2013-02-09,12,17764
2013-02-09,14,20479
2013-02-09,23,33564
2013-02-09,0,8505
2013-02-09,1,6725
2013-02-09,13,19589
2013-02-09,10,11785
2013-02-09,15,22140
2013-02-09,3,4144
2013-02-09,21,29688
2013-02-09,6,2008
2013-02-10,4,11227
2013-02-10,17,24589
2013-02-10,0,31167
2013-02-10,18,26967
2013-02-10,7,6023
2013-02-10,11,22702
2013-02-10,6,4961
2013-02-10,12,25385
2013-02-10,16,22712
2013-02-10,20,20098
2013-02-10,13,24609
2013-02-10,5,5197
2013-02-10,23,14041
2013-02-10,21,18858
2013-02-10,10,19365
2013-02-10,15,23812
2013-02-10,8,9443
2013-02-10,19,24405
2013-02-10,14,23968
2013-02-10,22,17577
2013-02-10,3,18389
2013-02-10,9,14477
2013-02-10,1,26919
2013-02-10,2,22721
2013-02-11,22,22852
2013-02-11,13,21595
2013-02-11,17,25540
2013-02-11,3,2416
2013-02-11,8,27548
2013-02-11,4,2613
2013-02-11,18,31123
2013-02-11,16,20786
2013-02-11,9,26514
2013-02-11,1,5402
2013-02-11,15,23786
2013-02-11,12,22109
2013-02-11,7,23390
2013-02-11,5,4991
2013-02-11,19,31342
2013-02-11,21,26149
2013-02-11,23,16486
2013-02-11,6,13173
2013-02-11,10,23855
2013-02-11,14,23727
2013-02-11,0,9520
2013-02-11,11,22526
2013-02-11,2,3497
2013-02-11,20,28007
2013-02-12,21,32002
2013-02-12,20,33078
2013-02-12,3,2667
2013-02-12,6,12485
2013-02-12,12,24915
2013-02-12,13,23813
2013-02-12,16,20980
2013-02-12,18,32442
2013-02-12,22,29258
2013-02-12,0,10727
2013-02-12,15,25187
2013-02-12,2,3940
2013-02-12,8,28713
2013-02-12,17,25780
2013-02-12,5,4452
2013-02-12,9,27472
2013-02-12,4,2628
2013-02-12,10,24769
2013-02-12,14,26069
2013-02-12,7,24365
2013-02-12,1,6761
2013-02-12,23,23464
2013-02-12,11,24054
2013-02-12,19,33942
2013-02-13,6,12815
2013-02-13,5,4434
2013-02-13,14,26725
2013-02-13,4,3268
2013-02-13,8,29437
2013-02-13,18,32814
2013-02-13,7,25077
2013-02-13,1,8936
2013-02-13,12,25506
2013-02-13,20,33493
2013-02-13,13,24792
2013-02-13,2,5591
2013-02-13,0,15397
2013-02-13,17,25660
2013-02-13,21,32000
2013-02-13,22,30863
2013-02-13,10,24661
2013-02-13,15,25420
2013-02-13,16,20766
2013-02-13,23,26149
2013-02-13,3,3726
2013-02-13,11,24426
2013-02-13,9,27971
2013-02-13,19,34323
2013-02-14,12,25260
2013-02-14,0,16493
2013-02-14,11,23810
2013-02-14,16,19518
2013-02-14,1,9925
2013-02-14,21,33451
2013-02-14,22,32449
2013-02-14,3,3899
2013-02-14,8,29243
2013-02-14,15,24145
2013-02-14,20,34581
2013-02-14,10,24433
2013-02-14,5,4834
2013-02-14,23,28329
2013-02-14,14,26318
2013-02-14,18,31449
2013-02-14,19,34694
2013-02-14,9,27848
2013-02-14,13,24589
2013-02-14,6,12935
2013-02-14,2,6391
2013-02-14,17,24584
2013-02-14,4,3562
2013-02-14,7,24736
